account,region,country,is_diplomatic_outlet,is_state_media_outlet,is_confucius_institute,account_category,name,social_media_type,langs,link_or_handle,extracted_from_file,extracted_from_col,lookup.twitter.user/verified,lookup.lookup.crowdtangle.account/verified,lookup.twitter.user/createdAt,combined/userHandle,combined/uniqueUserId
french_renmin,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['french'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2011-08-09T06:03:00.000Z,tw-french_renmin,tw-351403622
globaltimesnews,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2009-06-22T12:41:39.000Z,tw-globaltimesnews,tw-49616273
https://www.facebook.com/%E4%B8%AD%E5%9B%BD%E9%A9%BB%E6%AF%9B%E9%87%8C%E5%A1%94%E5%B0%BC%E4%BA%9A%E4%BD%BF%E9%A6%86Ambassade-de-Chine-en-Mauritanie%D8%A7%D9%84%D8%B3%D9%81%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D9%8A%D9%86%D9%8A%D8%A9-%D9%84%D8%AF%D9%89-%D9%85%D9%88%D8%B1%D9%8A%D8%AA%D8%A7%D9%86%D9%8A%D8%A7-110246073688758,Africa,MAURITANIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['french', 'arabic', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/%E4%B8%AD%E5%9B%BD%E9%A9%BB%E6%AF%9B%E9%87%8C%E5%A1%94%E5%B0%BC%E4%BA%9A%E4%BD%BF%E9%A6%86Ambassade-de-Chine-en-Mauritanie%D8%A7%D9%84%D8%B3%D9%81%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D9%8A%D9%86%D9%8A%D8%A9-%D9%84%D8%AF%D9%89-%D9%85%D9%88%D8%B1%D9%8A%D8%AA%D8%A7%D9%86%D9%8A%D8%A7-110246073688758,fb-110246073688758
https://www.facebook.com/%E5%B7%A5%E5%AD%A6%E9%99%A2%E5%A4%A7%E5%AD%A6%E5%AD%94%E5%AD%90%E5%AD%A6%E9%99%A2-213615678678992/,Asia-Pacific,JAPAN,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['japanese', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/%E5%B7%A5%E5%AD%A6%E9%99%A2%E5%A4%A7%E5%AD%A6%E5%AD%94%E5%AD%90%E5%AD%A6%E9%99%A2-213615678678992/,fb-213615678678992
https://www.facebook.com/AmbChineCmr/,Africa,CAMEROON,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['french', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/AmbChineCmr/,fb-104092504428572
https://www.facebook.com/Ambasada.Chinei.in.Moldova/,Eurasia,MOLDOVA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'romanian', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/Ambasada.Chinei.in.Moldova/,fb-101387477954710
https://www.facebook.com/AmbasadaChineiinRomania/?rf=287193445231187,Europe,ROMANIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/AmbasadaChineiinRomania/?rf=287193445231187,fb-104493884371364
https://www.facebook.com/Ambassade-de-Chine-en-Alg%C3%A9rie-855578524460798/,Middle East,ALGERIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['arabic', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/Ambassade-de-Chine-en-Alg%C3%A9rie-855578524460798/,fb-855578524460798
https://www.facebook.com/AmbassadeChine/,Europe,FRANCE,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['french', 'english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/AmbassadeChine/,fb-100399834672570
https://www.facebook.com/AmbassadedeChineenTunisie/,Middle East,TUNISIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['arabic', 'chinese', 'french']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/AmbassadedeChineenTunisie/,fb-548464552300660
https://www.facebook.com/BCIUL/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/BCIUL/,fb-977421745655975
https://www.facebook.com/BEEmbassyChina/,Europe,BELGIUM,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['french', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/BEEmbassyChina/,fb-652853511469685
https://www.facebook.com/BrookesConfuciusInstitute/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/BrookesConfuciusInstitute/,fb-1827076744287562
https://www.facebook.com/CCDEdu#_ga=2.179842850.766091689.1598087978-1307792581.1598087978,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/CCDEdu#_ga=2.179842850.766091689.1598087978-1307792581.1598087978,fb-109440426760
https://www.facebook.com/CIBLLSE/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/CIBLLSE/,fb-247776175345325
https://www.facebook.com/CIRAC.edu,Asia-Pacific,CAMBODIA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/CIRAC.edu,fb-616697788679118
https://www.facebook.com/CIScotland/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/CIScotland/,fb-334641089920780
https://www.facebook.com/CITUFTS/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/CITUFTS/,fb-1969983966352526
https://www.facebook.com/CIUNCCharlotte/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/CIUNCCharlotte/,fb-365782880597740
https://www.facebook.com/CIatAlfred/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/CIatAlfred/,fb-1469526313348134
https://www.facebook.com/CIatGlasgowUni/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/CIatGlasgowUni/,fb-313062908803726
https://www.facebook.com/CIatWesleyan/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/CIatWesleyan/,fb-239600049498457
https://www.facebook.com/CardiffConfuciusInstitute/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/CardiffConfuciusInstitute/,fb-1886559961570936
https://www.facebook.com/CentralConnecticutStateUniversity,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/CentralConnecticutStateUniversity,fb-24834943605
https://www.facebook.com/ChinaAmbassadorKazakh,Eurasia,KAZAKHSTAN,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['russian', 'kazakh', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,,,,
https://www.facebook.com/ChinaEUMission/,Europe,EUROPEAN UNION (EU),Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChinaEUMission/,fb-355117227946201
https://www.facebook.com/ChinaEmbAddis/,Africa,ETHIOPIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChinaEmbAddis/,fb-110238373993007
https://www.facebook.com/ChinaEmbAngola/,Africa,ANGOLA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChinaEmbAngola/,fb-104069964576115
https://www.facebook.com/ChinaEmbHungary/,Europe,HUNGARY,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChinaEmbHungary/,fb-100796554693093
https://www.facebook.com/ChinaEmbKSA/,Middle East,SAUDI ARABIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['arabic', 'english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChinaEmbKSA/,fb-419539968647464
https://www.facebook.com/ChinaEmbNepal/,Asia-Pacific,NEPAL,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChinaEmbNepal/,fb-104650787831634
https://www.facebook.com/ChinaEmbPoland/?rf=1474819296069068,Europe,POLAND,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChinaEmbPoland/?rf=1474819296069068,fb-108225127211908
https://www.facebook.com/ChinaEmbSVK/,Europe,SLOVAKIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChinaEmbSVK/,fb-101287421460768
https://www.facebook.com/ChinaEmbTurkey/,Europe,TURKEY,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['turkish', 'english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/ChinaEmbTurkey/,fb-654238228016230
https://www.facebook.com/ChinaEmbassyManila/,Asia-Pacific,PHILIPPINES,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChinaEmbassyManila/,fb-916398081890600
https://www.facebook.com/ChinaInNorway/,Europe,NORWAY,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['norwegian', 'english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/ChinaInNorway/,fb-107064500777096
https://www.facebook.com/Chinaemb.SG/,Asia-Pacific,SINGAPORE,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'chinese', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/Chinaemb.SG/,fb-244605609584133
https://www.facebook.com/Chinaembbn/?ref=py_c,Asia-Pacific,BRUNEI,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/Chinaembbn/?ref=py_c,fb-102877517963784
https://www.facebook.com/ChinainAus/,Asia-Pacific,AUSTRALIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChinainAus/,fb-100850931425658
https://www.facebook.com/ChinainLebanon/,Middle East,LEBANON,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['arabic', 'english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChinainLebanon/,fb-108776244023965
https://www.facebook.com/Chinese.Emb.Uga/,Africa,UGANDA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/Chinese.Emb.Uga/,fb-106608887435663
https://www.facebook.com/ChineseEmbGuyana/,Americas,GUYANA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,,,,
https://www.facebook.com/ChineseEmbPNG/,Asia-Pacific,PAPUA NEW GUINEA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/ChineseEmbPNG/,fb-108780127374577
https://www.facebook.com/ChineseEmbassyCambodia/,Asia-Pacific,CAMBODIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChineseEmbassyCambodia/,fb-1635416159877318
https://www.facebook.com/ChineseEmbassyInNZ/,Asia-Pacific,NEW ZEALAND,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChineseEmbassyInNZ/,fb-104806281106096
https://www.facebook.com/ChineseEmbassyInNigeria/,Africa,NIGERIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChineseEmbassyInNigeria/,fb-114211879961271
https://www.facebook.com/ChineseEmbassyinAfghanistanDari/,Asia-Pacific,AFGHANISTAN,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['dari', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChineseEmbassyinAfghanistanDari/,fb-265075717685746
https://www.facebook.com/ChineseEmbassyinBB/,Americas,BARBADOS,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChineseEmbassyinBB/,fb-104495164280968
https://www.facebook.com/ChineseEmbassyinBangkok/,Asia-Pacific,THAILAND,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['thai', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChineseEmbassyinBangkok/,fb-846555798724560
https://www.facebook.com/ChineseEmbassyinGeorgia/,Eurasia,GEORGIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChineseEmbassyinGeorgia/,fb-111412683679515
https://www.facebook.com/ChineseEmbassyinIndonesia/,Asia-Pacific,INDONESIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['indonesian', 'english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChineseEmbassyinIndonesia/,fb-1575478812582390
https://www.facebook.com/ChineseEmbassyinNamibia/,Africa,NAMIBIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ChineseEmbassyinNamibia/,fb-910602595759270
https://www.facebook.com/ChineseEmbassyinUS/,Americas,UNITED STATES OF AMERICA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/ChineseEmbassyinUS/,fb-1956739414396955
https://www.facebook.com/ConfuciusInstitute4TCM/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/ConfuciusInstitute4TCM/,fb-1794901407425109
https://www.facebook.com/ConfuciusInstituteAtMichiganStateUniversity/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/ConfuciusInstituteAtMichiganStateUniversity/,fb-160775940303
https://www.facebook.com/ConfuciusInstituteMunich,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/ConfuciusInstituteMunich,fb-454231044603061
https://www.facebook.com/ConfuciusInstituteNJCU/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/ConfuciusInstituteNJCU/,fb-1674556129483687
https://www.facebook.com/ConfuciusMCR,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/ConfuciusMCR,fb-362336050448542
https://www.facebook.com/EmbajadaChinaCostaRica/,Americas,COSTA RICA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/EmbajadaChinaCostaRica/,fb-109380197208723
https://www.facebook.com/EmbajadaChinaSV/,Americas,EL SALVADOR,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['spanish', 'english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/EmbajadaChinaSV/,fb-1030566077133287
https://www.facebook.com/EmbassyofChinainLatvia/,Europe,LATVIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/EmbassyofChinainLatvia/,fb-109485680628247
https://www.facebook.com/EmbassyofChinainTimorLeste/,Asia-Pacific,EAST TIMOR,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['portuguese?', 'english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/EmbassyofChinainTimorLeste/,fb-954566381547297
https://www.facebook.com/GSUConfuciusInstitute,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,,,,
https://www.facebook.com/GSUConfuciusInstitute/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,,,,
https://www.facebook.com/GWConfucius,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/GWConfucius,fb-511652058880855
https://www.facebook.com/Konfuzius-Institut-Bremen-594335587309645,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/Konfuzius-Institut-Bremen-594335587309645,fb-594335587309645
https://www.facebook.com/Konfuzius-Institut-D%C3%BCsseldorf-326835230687091,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/Konfuzius-Institut-D%C3%BCsseldorf-326835230687091,fb-326835230687091
https://www.facebook.com/Konfuzius-Institut-Paderborn-1229357313751054,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/Konfuzius-Institut-Paderborn-1229357313751054,fb-1229357313751054
https://www.facebook.com/Konfuzius-Institut-Stralsund-100451061675916,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'english']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/Konfuzius-Institut-Stralsund-100451061675916,fb-100451061675916
https://www.facebook.com/Konfuzius-Institut-an-der-Universit%C3%A4t-Freiburg-eV-641341015921819,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/Konfuzius-Institut-an-der-Universit%C3%A4t-Freiburg-eV-641341015921819,fb-641341015921819
https://www.facebook.com/Konfuzius-Institut-an-der-Universit%C3%A4t-Heidelberg-e-V-787435294604775,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/Konfuzius-Institut-an-der-Universit%C3%A4t-Heidelberg-e-V-787435294604775,fb-787435294604775
https://www.facebook.com/KonfuziusInstitutFrankfurt,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/KonfuziusInstitutFrankfurt,fb-154201734737067
https://www.facebook.com/KonfuziusInstitutMetropoleRuhr,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/KonfuziusInstitutMetropoleRuhr,fb-537066246490900
https://www.facebook.com/KonfuziusInstitutNuernbergErlangen,Europe,GERMANY,0,0,0,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/KonfuziusInstitutNuernbergErlangen,fb-1916426428630816
https://www.facebook.com/KonfuziusInstitutTrier,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/KonfuziusInstitutTrier,fb-469444060488542
https://www.facebook.com/LancsUniCI/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/LancsUniCI/,fb-1151375868291878
https://www.facebook.com/NCCCIB/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/NCCCIB/,fb-498638780234612
https://www.facebook.com/PortlandState.Confucius.Institute/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/PortlandState.Confucius.Institute/,fb-245605245528016
https://www.facebook.com/PresbyterianCollege,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,True,,fb-https://www.facebook.com/PresbyterianCollege,fb-9155137665
https://www.facebook.com/QMULCI/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/QMULCI/,fb-356361871458321
https://www.facebook.com/SCIBC/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/SCIBC/,fb-1638768036416110
https://www.facebook.com/SheffieldCI/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/SheffieldCI/,fb-359522950794016
https://www.facebook.com/SotonCI/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/SotonCI/,fb-1455997148022534
