"language","lookup.general/linkPrefix","lookup.general/account","twitter.user/id","twitter.user/createdAt","twitter.tweet/text","lookup.facebook/pageLink","twitter.tweet/lang","lookup.general/extracted_from_file","crowdtangle.account/id","crowdtangle.post/idNew","lookup.webcrawl.error/message","lookup.general/postgresId","crowdtangle.post/message","random/boolean","lookup.webcrawl/isSuccessful","platformPrefix","crowdtangle.post/date","crowdtangle.post/platformId","crowdtangle.post/allText","twitter.tweet/id","combined/text","crowdtangle.account/handle","lookup.general/link_or_handle","twitter.user/lang","lookup.facebook/type","lookup.facebook/id","lookup.general/csvId","lookup.facebook/postId","crowdtangle.account/name","combined/uniqueUserId-fb","combined/userHandle","lookup.extracted.account/platformId","lookup.general/langs","crowdtangle.account/platformId","combined/createdDate","lookup.general/social_media_type","combined/uniqueUserId","lookup/found","lookup.webcrawl/httpCode","postgresId","twitter.user/screenName","lookup.general/extracted_from_col","combined/uniqueUserId-tw","lookup.webcrawl/resolvedUrl","twitter.tweet/created","lookup.general/name"
"en","https://www.facebook.com/","chineseconsulatesf","","","","https://www.facebook.com/chineseconsulatesf","","ChinaSocialMedia20200928.xlsx","418424","418424|3374286409296519","","180","未能事人, 焉能事鬼? - 论语 While you are not able to serve the living, how can you serve their spirits. -Analects of Confucius","true","true","fb","2020-09-07T04:00:01.000Z","559417600783428_3374286409296519","未能事人, 焉能事鬼? - 论语 While you are not able to serve the living, how can you serve their spirits. -Analects of Confucius [CHINESE WISD While yo able to the living, how can you serve their spirits. «Analects of Confucius Sunday Sep 6th, 2020","","未能事人, 焉能事鬼? - 论语 While you are not able to serve the living, how can you serve their spirits. -Analects of Confucius","chineseconsulatesf","handle","","PAGE","chineseconsulatesf","179","","Consulate General of China in San Francisco","true","fb-chineseconsulatesf","559417600783428","['english']","559417600783428","2020-09-07T04:00:01.000Z","fb","fb-559417600783428","true","200","2168","","Consulate General Facebook handle","false","https://www.facebook.com/chineseconsulatesf","","consulate_general_facebook_handle"
"en","https://www.facebook.com/","https://www.facebook.com/AmbasadaChineiinRomania/?rf=287193445231187","","","","https://www.facebook.com/AmbasadaChineiinRomania","","ChinaSocialMedia20200928.xlsx","9753241","9753241|197595198394565","","155","Is this a fire truck or a rainbow machine?","true","true","fb","2020-09-06T13:48:16.000Z","104493884371364_197595198394565","Is this a fire truck or a rainbow machine? “🌈Is this a fire truck or a rainbow machine? #OneMoment https://t.co/dUdRNxGJhB","","Is this a fire truck or a rainbow machine?","AmbasadaChineiinRomania","link","","PAGE","AmbasadaChineiinRomania","154","","中国驻罗使馆Ambasada Chinei","true","fb-AmbasadaChineiinRomania","104493884371364","['english', 'n/a', 'n/a']","104493884371364","2020-09-06T13:48:16.000Z","fb","fb-104493884371364","true","200","2180","","Main Facebook Page Link","false","https://www.facebook.com/AmbasadaChineiinRomania","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/ChinaEUMission/","","","","https://www.facebook.com/ChinaEUMission","","ChinaSocialMedia20200928.xlsx","11076324","11076324|2183407385117167","","130","Yang Jiechi, Member of the Political Bureau of the CPC Central Committee/Director of the Office of the Central Commission for Foreign Affairs, met with Spanish Prime Minister Pedro Sánchez. Yang recalled the China-Spain cooperation in fighting #COVID19 and noted that China and Spain must jointly uphold multilateralism, safeguard international equity and justice, and improve global governance. Yang shared his belief that Spain will continue to play a constructive role in advancing China-Europe relations. https://www.fmprc.gov.cn/mfa_eng/zxxx_662805/t1812373.shtml","true","true","fb","2020-09-04T17:51:17.000Z","355117227946201_2183407385117167","Yang Jiechi, Member of the Political Bureau of the CPC Central Committee/Director of the Office of the Central Commission for Foreign Affairs, met with Spanish Prime Minister Pedro Sánchez. Yang recalled the China-Spain cooperation in fighting #COVID19 and noted that China and Spain must jointly uphold multilateralism, safeguard international equity and justice, and improve global governance. Yang shared his belief that Spain will continue to play a constructive role in advancing China-Europe relations. https://www.fmprc.gov.cn/mfa_eng/zxxx_662805/t1812373.shtml","","Yang Jiechi, Member of the Political Bureau of the CPC Central Committee/Director of the Office of the Central Commission for Foreign Affairs, met with Spanish Prime Minister Pedro Sánchez. Yang recalled the China-Spain cooperation in fighting #COVID19 and noted that China and Spain must jointly uphold multilateralism, safeguard international equity and justice, and improve global governance. Yang shared his belief that Spain will continue to play a constructive role in advancing China-Europe relations. https://www.fmprc.gov.cn/mfa_eng/zxxx_662805/t1812373.shtml","ChinaEUMission","link","","PAGE","ChinaEUMission","129","","Mission of China to the EU","true","fb-ChinaEUMission","355117227946201","['english', 'n/a', 'n/a']","355117227946201","2020-09-04T17:51:17.000Z","fb","fb-355117227946201","true","200","2222","","Main Facebook Page Link","false","https://www.facebook.com/ChinaEUMission","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/ChinaEUMission/","","","","https://www.facebook.com/ChinaEUMission","","ChinaSocialMedia20200928.xlsx","11076324","11076324|2183349341789638","","130","#WorldHeritageinChina No.8: Peking Man Site at Zhoukoudian is a Pleistocene hominid site. Ancient human fossils, cultural remains and animal fossils dating from 5 million years to 10,000 years ago have been discovered, including Homo erectus pekinensis (700K to 200K years ago).","true","true","fb","2020-09-04T17:24:38.000Z","355117227946201_2183349341789638","#WorldHeritageinChina No.8: Peking Man Site at Zhoukoudian is a Pleistocene hominid site. Ancient human fossils, cultural remains and animal fossils dating from 5 million years to 10,000 years ago have been discovered, including Homo erectus pekinensis (700K to 200K years ago).","","#WorldHeritageinChina No.8: Peking Man Site at Zhoukoudian is a Pleistocene hominid site. Ancient human fossils, cultural remains and animal fossils dating from 5 million years to 10,000 years ago have been discovered, including Homo erectus pekinensis (700K to 200K years ago).","ChinaEUMission","link","","PAGE","ChinaEUMission","129","","Mission of China to the EU","true","fb-ChinaEUMission","355117227946201","['english', 'n/a', 'n/a']","355117227946201","2020-09-04T17:24:38.000Z","fb","fb-355117227946201","true","200","2227","","Main Facebook Page Link","false","https://www.facebook.com/ChinaEUMission","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/ChineseEmbassyInNigeria/","","","","https://www.facebook.com/ChineseEmbassyInNigeria","","ChinaSocialMedia20200928.xlsx","11183629","11183629|355077789208011","","150","China and Russia vowed on Thursday to work together to safeguard the results of the victory in World War II and international fairness and justice, and to jointly uphold global stability and security. 　　President Xi Jinping and Russian President Vladimir Putin made the pledge in an exchange of messages celebrating the 75th anniversary of the victory of the World Anti-Fascist War.","true","true","fb","2020-09-04T10:39:27.000Z","114211879961271_355077789208011","China and Russia vowed on Thursday to work together to safeguard the results of the victory in World War II and international fairness and justice, and to jointly uphold global stability and security. 　　President Xi Jinping and Russian President Vladimir Putin made the pledge in an exchange of messages celebrating the 75th anniversary of the victory of the World Anti-Fascist War.","","China and Russia vowed on Thursday to work together to safeguard the results of the victory in World War II and international fairness and justice, and to jointly uphold global stability and security. 　　President Xi Jinping and Russian President Vladimir Putin made the pledge in an exchange of messages celebrating the 75th anniversary of the victory of the World Anti-Fascist War.","ChineseEmbassyInNigeria","link","","PAGE","ChineseEmbassyInNigeria","149","","Chinese Embassy in Nigeria","true","fb-ChineseEmbassyInNigeria","114211879961271","['english', 'n/a', 'n/a']","114211879961271","2020-09-04T10:39:27.000Z","fb","fb-114211879961271","true","200","2251","","Main Facebook Page Link","false","https://www.facebook.com/ChineseEmbassyInNigeria","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/Chinese.Emb.Uga/","","","","https://www.facebook.com/Chinese.Emb.Uga","","ChinaSocialMedia20200928.xlsx","11183636","11183636|321573665939183","","165","#QuotesFromPresidentXi Xi Jinping Leads China's War Against #COVIDー19 (Episode 96)","true","true","fb","2020-09-04T10:14:44.000Z","106608887435663_321573665939183","#QuotesFromPresidentXi Xi Jinping Leads China's War Against #COVIDー19 (Episode 96) @ChineseEmb_Uga Promoting economic recovery and growth against the background of a protracted pandemic and regular epidemic control measures is a major task for all countries, China will continue to deepen reform and raise the level of opening up in an all-round way, so as to establish a new development pattern that allows domestic and foreign markets to boost each other, which will provide broader market opportunities for the world. Chinese President Xi Jinping, Speaking in a Telephone Conversation with Indonesian President Joko Widodo on 31 August, 2020 XI JINPING LEADS CHINA'S WAR AGAINST COVID 19","","#QuotesFromPresidentXi Xi Jinping Leads China's War Against #COVIDー19 (Episode 96)","Chinese.Emb.Uga","link","","PAGE","Chinese.Emb.Uga","164","","Chinese Embassy in Uganda","true","fb-Chinese.Emb.Uga","106608887435663","['english', 'n/a', 'n/a']","106608887435663","2020-09-04T10:14:44.000Z","fb","fb-106608887435663","true","200","2255","","Main Facebook Page Link","false","https://www.facebook.com/Chinese.Emb.Uga","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/ChineseEmbassyinBB/","","","","https://www.facebook.com/ChineseEmbassyinBB","","ChinaSocialMedia20200928.xlsx","11183641","11183641|395851408478674","","114","Chinese President Xi Jinping underlined the importance of promoting a dual-cycle development pattern relying on both domestic and international economic cycles, with the domestic cycle being the mainstay at an important meeting for deepening China's overall reform on Tuesday.","true","true","fb","2020-09-03T15:16:19.000Z","104495164280968_395851408478674","Chinese President Xi Jinping underlined the importance of promoting a dual-cycle development pattern relying on both domestic and international economic cycles, with the domestic cycle being the mainstay at an important meeting for deepening China's overall reform on Tuesday. Chinese President Xi Jinping underlined the importance of promoting a dual-cycle development pattern relying on both domestic and international economic cycles, with the domestic cycle being the mainstay at an important meeting for deepening China's overall reform on Tuesday.","","Chinese President Xi Jinping underlined the importance of promoting a dual-cycle development pattern relying on both domestic and international economic cycles, with the domestic cycle being the mainstay at an important meeting for deepening China's overall reform on Tuesday.","ChineseEmbassyinBB","link","","PAGE","ChineseEmbassyinBB","113","","Embassy of the People's Republic of China in Barbados","true","fb-ChineseEmbassyinBB","104495164280968","['english', 'n/a', 'n/a']","104495164280968","2020-09-03T15:16:19.000Z","fb","fb-104495164280968","true","200","2311","","Main Facebook Page Link","false","https://www.facebook.com/ChineseEmbassyinBB","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/ChineseEmbassyinUS/","","","","https://www.facebook.com/ChineseEmbassyinUS","","ChinaSocialMedia20200928.xlsx","2852029","2852029|4462490190488519","","167","The seventh day of the seventh lunar month is #Qixi, widely regarded as China's Valentine's Day. Watch this video to learn more about the legend, as well as traditions and customs related to Qixi.","true","true","fb","2020-09-02T17:04:51.000Z","1956739414396955_4462490190488519","The seventh day of the seventh lunar month is #Qixi, widely regarded as China's Valentine's Day. Watch this video to learn more about the legend, as well as traditions and customs related to Qixi.","","The seventh day of the seventh lunar month is #Qixi, widely regarded as China's Valentine's Day. Watch this video to learn more about the legend, as well as traditions and customs related to Qixi.","ChineseEmbassyinUS","link","","PAGE","ChineseEmbassyinUS","166","","Embassy of The People's Republic of China in the United States","true","fb-ChineseEmbassyinUS","1956739414396955","['english', 'n/a', 'n/a']","1956739414396955","2020-09-02T17:04:51.000Z","fb","fb-1956739414396955","true","200","2369","","Main Facebook Page Link","false","https://www.facebook.com/ChineseEmbassyinUS","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/Chinaembbn/?ref=py_c","","","","https://www.facebook.com/Chinaembbn","","ChinaSocialMedia20200928.xlsx","12753157","12753157|177592983825570","","118","Through lotus, prosperity blooms in E China's Jiangsu http://www.chinadaily.com.cn/a/202009/01/WS5f4dbe81a310675eafc56c62.html","true","true","fb","2020-09-02T02:05:13.000Z","102877517963784_177592983825570","Through lotus, prosperity blooms in E China's Jiangsu http://www.chinadaily.com.cn/a/202009/01/WS5f4dbe81a310675eafc56c62.html Pingyuanchi village of Rugao city in East China's Jiangsu province has invested more than 5 million yuan ($730,000) to build 73.3 hectares of lotus ponds and supporting facilities for ecotourism in recent years.","","Through lotus, prosperity blooms in E China's Jiangsu http://www.chinadaily.com.cn/a/202009/01/WS5f4dbe81a310675eafc56c62.html","Chinaembbn","link","","PAGE","Chinaembbn","117","","Embassy of the People's Republic of China in Brunei Darussalam","true","fb-Chinaembbn","102877517963784","['english', 'n/a', 'n/a']","102877517963784","2020-09-02T02:05:13.000Z","fb","fb-102877517963784","true","200","2416","","Main Facebook Page Link","false","https://www.facebook.com/Chinaembbn","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/Chinaembbn/?ref=py_c","","","","https://www.facebook.com/Chinaembbn","","ChinaSocialMedia20200928.xlsx","12753157","12753157|177592893825579","","118","Lenders gear up to prevent credit risks http://www.chinadaily.com.cn/a/202009/02/WS5f4ee30ba310675eafc56e77.html","true","true","fb","2020-09-02T02:04:47.000Z","102877517963784_177592893825579","Lenders gear up to prevent credit risks http://www.chinadaily.com.cn/a/202009/02/WS5f4ee30ba310675eafc56e77.html China's large State-owned commercial banks remarkably increased the appropriation of impairment losses on loans in the first half to improve their capacity to combat risks after the COVID-19 pandemic broke out.","","Lenders gear up to prevent credit risks http://www.chinadaily.com.cn/a/202009/02/WS5f4ee30ba310675eafc56e77.html","Chinaembbn","link","","PAGE","Chinaembbn","117","","Embassy of the People's Republic of China in Brunei Darussalam","true","fb-Chinaembbn","102877517963784","['english', 'n/a', 'n/a']","102877517963784","2020-09-02T02:04:47.000Z","fb","fb-102877517963784","true","200","2417","","Main Facebook Page Link","false","https://www.facebook.com/Chinaembbn","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/ChinaEmbPoland/?rf=1474819296069068","","","","https://www.facebook.com/ChinaEmbPoland","","ChinaSocialMedia20200928.xlsx","11183631","11183631|334927387875013","","154","China is capable of navigating its economy amid the COVID19 fallout, and opportunities for the world's largest developing economy are promising in the long run.","true","true","fb","2020-09-01T12:39:58.000Z","108225127211908_334927387875013","China is capable of navigating its economy amid the COVID19 fallout, and opportunities for the world's largest developing economy are promising in the long run. Moody's has raised its growth forecast for Chinese economy this year to 1.9% from 1% earlier, the only country in G20 to have positive growth. Moody's also projected deeper contractions for other countries during 2020.","","China is capable of navigating its economy amid the COVID19 fallout, and opportunities for the world's largest developing economy are promising in the long run.","ChinaEmbPoland","link","","PAGE","ChinaEmbPoland","153","","Chinese Embassy in Poland","true","fb-ChinaEmbPoland","108225127211908","['english', 'n/a', 'n/a']","108225127211908","2020-09-01T12:39:58.000Z","fb","fb-108225127211908","true","200","2441","","Main Facebook Page Link","false","https://www.facebook.com/ChinaEmbPoland","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/AmbasadaChineiinRomania/?rf=287193445231187","","","","https://www.facebook.com/AmbasadaChineiinRomania","","ChinaSocialMedia20200928.xlsx","9753241","9753241|196392431848175","","155","Aerial China: A silent volcano with world's deepest alpine lake","true","true","fb","2020-09-01T11:45:42.000Z","104493884371364_196392431848175","Aerial China: A silent volcano with world's deepest alpine lake Lake Tianchi, the deepest alpine lake in the world, is found atop a dormant volcano in Jilin Province. The impressive lake holds 2 billion tons of water and ...","","Aerial China: A silent volcano with world's deepest alpine lake","AmbasadaChineiinRomania","link","","PAGE","AmbasadaChineiinRomania","154","","中国驻罗使馆Ambasada Chinei","true","fb-AmbasadaChineiinRomania","104493884371364","['english', 'n/a', 'n/a']","104493884371364","2020-09-01T11:45:42.000Z","fb","fb-104493884371364","true","200","2443","","Main Facebook Page Link","false","https://www.facebook.com/AmbasadaChineiinRomania","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/clevelandstateuniversity","","","","https://www.facebook.com/clevelandstateuniversity","","ChinaSocialMedia20200928.xlsx","128996","128996|10160035563897835","","364","Cleveland State's most recent Fall 2020 semester update can be found at the link provided. csuohio.us/32WwLVx | #SafeCampusCSU #CLEstate","true","true","fb","2020-08-31T20:30:37.000Z","68928662834_10160035563897835","Cleveland State's most recent Fall 2020 semester update can be found at the link provided. csuohio.us/32WwLVx | #SafeCampusCSU #CLEstate STATE 0 0 C *来* 1964 FALL SEMESTER UPDATE","","Cleveland State's most recent Fall 2020 semester update can be found at the link provided. csuohio.us/32WwLVx | #SafeCampusCSU #CLEstate","clevelandstateuniversity","link","","PAGE","clevelandstateuniversity","363","","Cleveland State University","true","fb-clevelandstateuniversity","68928662834","['n/a', 'n/a']","68928662834","2020-08-31T20:30:37.000Z","fb","fb-68928662834","true","200","2472","","Facebook link","false","https://www.facebook.com/clevelandstateuniversity","","institute_facebook_link"
"en","https://www.facebook.com/","https://www.facebook.com/AmbasadaChineiinRomania/?rf=287193445231187","","","","https://www.facebook.com/AmbasadaChineiinRomania","","ChinaSocialMedia20200928.xlsx","9753241","9753241|195678291919589","","155","Vocational education helps Uygur woman into factory management","true","true","fb","2020-08-29T09:33:16.000Z","104493884371364_195678291919589","Vocational education helps Uygur woman into factory management Before taking vocational education and training, Uygur woman Janaqiz Rozi had neither a job nor the skills to get one. After completing her studies at a local vocational education and training center, she's now a mid-level manager at an electronics factory.","","Vocational education helps Uygur woman into factory management","AmbasadaChineiinRomania","link","","PAGE","AmbasadaChineiinRomania","154","","中国驻罗使馆Ambasada Chinei","true","fb-AmbasadaChineiinRomania","104493884371364","['english', 'n/a', 'n/a']","104493884371364","2020-08-29T09:33:16.000Z","fb","fb-104493884371364","true","200","2558","","Main Facebook Page Link","false","https://www.facebook.com/AmbasadaChineiinRomania","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/websteru","","","","https://www.facebook.com/websteru","","ChinaSocialMedia20200928.xlsx","224444","224444|10158615336636552","","361","We've placed stickers and signage around campus to remind our Webster U community to socially distance, and we encourage them to continue to so in all common areas and outside. #KeepWebsterWell","true","true","fb","2020-08-28T16:01:20.000Z","32419581551_10158615336636552","We've placed stickers and signage around campus to remind our Webster U community to socially distance, and we encourage them to continue to so in all common areas and outside. #KeepWebsterWell","","We've placed stickers and signage around campus to remind our Webster U community to socially distance, and we encourage them to continue to so in all common areas and outside. #KeepWebsterWell","websteru","link","","PAGE","websteru","360","","Webster University","true","fb-websteru","32419581551","['n/a', 'n/a']","32419581551","2020-08-28T16:01:20.000Z","fb","fb-32419581551","true","200","2580","","Facebook link","false","https://www.facebook.com/websteru","","institute_facebook_link"
"en","https://www.facebook.com/","https://www.facebook.com/Chinaemb.SG/","","","","https://www.facebook.com/Chinaemb.SG","","ChinaSocialMedia20200928.xlsx","7890653","7890653|605839110127446","","158","China-made COVID-19 vaccines and test kits will be on show at the upcoming 2020 China International Fair for Trade in Services, to be held in Beijing in early September. http://www.xinhuanet.com/english/2020-08/25/c_139316753.htm?fbclid=IwAR3n-7TnNhS6UhbABpjinzYmtrIs2bz8TInSNvNrczovGpqLXIV_CvdEIOs 2020年中国国际服务贸易交易会将于9月3日至7日在北京通过线上、线下同时举行。中国新冠灭活疫苗将在服贸会展出。 http://www.bjnews.com.cn/news/2020/08/24/761674.html","true","true","fb","2020-08-28T10:08:44.000Z","244605609584133_605839110127446","China-made COVID-19 vaccines and test kits will be on show at the upcoming 2020 China International Fair for Trade in Services, to be held in Beijing in early September. http://www.xinhuanet.com/english/2020-08/25/c_139316753.htm?fbclid=IwAR3n-7TnNhS6UhbABpjinzYmtrIs2bz8TInSNvNrczovGpqLXIV_CvdEIOs 2020年中国国际服务贸易交易会将于9月3日至7日在北京通过线上、线下同时举行。中国新冠灭活疫苗将在服贸会展出。 http://www.bjnews.com.cn/news/2020/08/24/761674.html","","China-made COVID-19 vaccines and test kits will be on show at the upcoming 2020 China International Fair for Trade in Services, to be held in Beijing in early September. http://www.xinhuanet.com/english/2020-08/25/c_139316753.htm?fbclid=IwAR3n-7TnNhS6UhbABpjinzYmtrIs2bz8TInSNvNrczovGpqLXIV_CvdEIOs 2020年中国国际服务贸易交易会将于9月3日至7日在北京通过线上、线下同时举行。中国新冠灭活疫苗将在服贸会展出。 http://www.bjnews.com.cn/news/2020/08/24/761674.html","Chinaemb.SG","link","","PAGE","Chinaemb.SG","157","","中国驻新加坡大使馆 Embassy of the People's Republic of China in Singapore","true","fb-Chinaemb.SG","244605609584133","['english', 'chinese', 'n/a']","244605609584133","2020-08-28T10:08:44.000Z","fb","fb-244605609584133","true","200","2596","","Main Facebook Page Link","false","https://www.facebook.com/Chinaemb.SG","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/Chinaembbn/?ref=py_c","","","","https://www.facebook.com/Chinaembbn","","ChinaSocialMedia20200928.xlsx","12753157","12753157|176307750620760","","118","Coming soon, the 3rd China International Import Expo http://govt.chinadaily.com.cn/s/202008/25/WS5f44c395498ed1e2f3408cdb/coming-soon-the-3rd-china-international-import-expo.html","true","true","fb","2020-08-28T01:37:10.000Z","102877517963784_176307750620760","Coming soon, the 3rd China International Import Expo http://govt.chinadaily.com.cn/s/202008/25/WS5f44c395498ed1e2f3408cdb/coming-soon-the-3rd-china-international-import-expo.html The CIIE was the first dedicated import exhibition in the world, and has seen fruitful outcomes in its past two editions. Last year more than $71.13 billion in deals were reached, up 23 percent from the first expo. Now the third edition is fewer than 100 days away.","","Coming soon, the 3rd China International Import Expo http://govt.chinadaily.com.cn/s/202008/25/WS5f44c395498ed1e2f3408cdb/coming-soon-the-3rd-china-international-import-expo.html","Chinaembbn","link","","PAGE","Chinaembbn","117","","Embassy of the People's Republic of China in Brunei Darussalam","true","fb-Chinaembbn","102877517963784","['english', 'n/a', 'n/a']","102877517963784","2020-08-28T01:37:10.000Z","fb","fb-102877517963784","true","200","2614","","Main Facebook Page Link","false","https://www.facebook.com/Chinaembbn","","chinese_embassy_facebook_page_link"
