"language","lookup.general/linkPrefix","lookup.general/account","twitter.user/id","twitter.user/createdAt","twitter.tweet/text","lookup.facebook/pageLink","twitter.tweet/lang","lookup.general/extracted_from_file","crowdtangle.account/id","crowdtangle.post/idNew","lookup.webcrawl.error/message","lookup.general/postgresId","crowdtangle.post/message","random/boolean","lookup.webcrawl/isSuccessful","platformPrefix","crowdtangle.post/date","crowdtangle.post/platformId","crowdtangle.post/allText","twitter.tweet/id","combined/text","crowdtangle.account/handle","lookup.general/link_or_handle","twitter.user/lang","lookup.facebook/type","lookup.facebook/id","lookup.general/csvId","lookup.facebook/postId","crowdtangle.account/name","combined/uniqueUserId-fb","combined/userHandle","lookup.extracted.account/platformId","lookup.general/langs","crowdtangle.account/platformId","combined/createdDate","lookup.general/social_media_type","combined/uniqueUserId","lookup/found","lookup.webcrawl/httpCode","postgresId","twitter.user/screenName","lookup.general/extracted_from_col","combined/uniqueUserId-tw","lookup.webcrawl/resolvedUrl","twitter.tweet/created","lookup.general/name"
"en","https://www.facebook.com/","https://www.facebook.com/PresbyterianCollege","","","","https://www.facebook.com/PresbyterianCollege","","ChinaSocialMedia20200928.xlsx","481900","481900|10157316256552666","","368","Congratulations to Madison Mann! 💙 Check out her senior spotlight 👇 Hometown: Pickens, South Carolina Major: Elementary Education What activities and organizations are you involved in at PC? Sigma Sigma Sigma, Palmetto Teachers State Association, Kappa Delta Pi Honors Society What do you plan to do after you earn your degree? I plan to be an elementary school teacher in SC! What has been your favorite part of PC? My favorite thing about PC is living on campus and allowing me to form relationships with people I wouldn’t have been able to meet any other way. I have made life long friends at PC and forever will be grateful for that! View Madison's Senior Spotlight Page » https://bit.ly/2WiwN82 #BeaBlueHose #GoBlueHose #OnOnPC","true","true","fb","2020-05-08T23:20:02.000Z","9155137665_10157316256552666","Congratulations to Madison Mann! 💙 Check out her senior spotlight 👇 Hometown: Pickens, South Carolina Major: Elementary Education What activities and organizations are you involved in at PC? Sigma Sigma Sigma, Palmetto Teachers State Association, Kappa Delta Pi Honors Society What do you plan to do after you earn your degree? I plan to be an elementary school teacher in SC! What has been your favorite part of PC? My favorite thing about PC is living on campus and allowing me to form relationships with people I wouldn’t have been able to meet any other way. I have made life long friends at PC and forever will be grateful for that! View Madison's Senior Spotlight Page » https://bit.ly/2WiwN82 #BeaBlueHose #GoBlueHose #OnOnPC SENIOR SPOTLIGHT Madison Mann","","Congratulations to Madison Mann! 💙 Check out her senior spotlight 👇 Hometown: Pickens, South Carolina Major: Elementary Education What activities and organizations are you involved in at PC? Sigma Sigma Sigma, Palmetto Teachers State Association, Kappa Delta Pi Honors Society What do you plan to do after you earn your degree? I plan to be an elementary school teacher in SC! What has been your favorite part of PC? My favorite thing about PC is living on campus and allowing me to form relationships with people I wouldn’t have been able to meet any other way. I have made life long friends at PC and forever will be grateful for that! View Madison's Senior Spotlight Page » https://bit.ly/2WiwN82 #BeaBlueHose #GoBlueHose #OnOnPC","PresbyterianCollege","link","","PAGE","PresbyterianCollege","367","","Presbyterian College","true","fb-PresbyterianCollege","9155137665","['n/a', 'n/a']","9155137665","2020-05-08T23:20:02.000Z","fb","fb-9155137665","true","200","13190","","Facebook link","false","https://www.facebook.com/PresbyterianCollege","","institute_facebook_link"
"en","https://www.facebook.com/","ChineseConsulateLA","","","","https://www.facebook.com/ChineseConsulateLA","","ChinaSocialMedia20200928.xlsx","9736137","9736137|1207313566278342","","182","#ChinaStory: Performers dressed in costumes of Tang Dynasty (618-907 AD) present a show at Great Tang All Day Mall in Xi'an, capital of northwest China's Shaanxi Province.","true","true","fb","2020-05-08T18:30:28.000Z","899005777109124_1207313566278342","#ChinaStory: Performers dressed in costumes of Tang Dynasty (618-907 AD) present a show at Great Tang All Day Mall in Xi'an, capital of northwest China's Shaanxi Province.","","#ChinaStory: Performers dressed in costumes of Tang Dynasty (618-907 AD) present a show at Great Tang All Day Mall in Xi'an, capital of northwest China's Shaanxi Province.","ChineseConsulateLA","handle","","PAGE","ChineseConsulateLA","181","","Consulate General of the People's Republic of China in Los Angeles","true","fb-ChineseConsulateLA","899005777109124","['english']","899005777109124","2020-05-08T18:30:28.000Z","fb","fb-899005777109124","true","200","13216","","Consulate General Facebook handle","false","https://www.facebook.com/ChineseConsulateLA","","consulate_general_facebook_handle"
"en","https://www.facebook.com/","https://www.facebook.com/ChinainLebanon/","","","","https://www.facebook.com/ChinainLebanon","","ChinaSocialMedia20200928.xlsx","11183643","11183643|145729086995347","","141","Notice on the reopeningof the Chinese Visa Application Centerin Lebanon","true","true","fb","2020-05-08T12:23:43.000Z","108776244023965_145729086995347","Notice on the reopeningof the Chinese Visa Application Centerin Lebanon","","Notice on the reopeningof the Chinese Visa Application Centerin Lebanon","ChinainLebanon","link","","PAGE","ChinainLebanon","140","","中国驻黎巴嫩大使馆 Chinese Embassy in Lebanon","true","fb-ChinainLebanon","108776244023965","['arabic', 'english', 'n/a']","108776244023965","2020-05-08T12:23:43.000Z","fb","fb-108776244023965","true","200","13301","","Main Facebook Page Link","false","https://www.facebook.com/ChinainLebanon","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/ChinaInNorway/","","","","https://www.facebook.com/ChinaInNorway","","ChinaSocialMedia20200928.xlsx","11010081","11010081|166053498211529","","151","Though being overshadowed by the COVID-19 virus for months, Wuhan has now restored its beauty. As the capital city of Hubei province, Wuhan lies at the geographic center and is known as a traffic junction in China by water and land. With over 3500 years of history and 15 million population, the city has been not only a historically important city with splendid culture relics but also a significant player in China’s rapidly developing future.","true","true","fb","2020-05-07T14:08:00.000Z","107064500777096_166053498211529","Though being overshadowed by the COVID-19 virus for months, Wuhan has now restored its beauty. As the capital city of Hubei province, Wuhan lies at the geographic center and is known as a traffic junction in China by water and land. With over 3500 years of history and 15 million population, the city has been not only a historically important city with splendid culture relics but also a significant player in China’s rapidly developing future.","","Though being overshadowed by the COVID-19 virus for months, Wuhan has now restored its beauty. As the capital city of Hubei province, Wuhan lies at the geographic center and is known as a traffic junction in China by water and land. With over 3500 years of history and 15 million population, the city has been not only a historically important city with splendid culture relics but also a significant player in China’s rapidly developing future.","ChinaInNorway","link","","PAGE","ChinaInNorway","150","","Chinese Embassy in Norway","true","fb-ChinaInNorway","107064500777096","['norwegian', 'english', 'n/a']","107064500777096","2020-05-07T14:08:00.000Z","fb","fb-107064500777096","true","200","13516","","Main Facebook Page Link","false","https://www.facebook.com/ChinaInNorway","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/ChinaEmbHungary/","","","","https://www.facebook.com/ChinaEmbHungary","","ChinaSocialMedia20200928.xlsx","11183645","11183645|234326898006724","","135","A team of over 30 Chinese surveyors left the base camp at Mount Qomolangma (#360photo) for a higher spot on its journey to the peak Wednesday, as part of the country's mission to remeasure height of the world's highest mountain. #InTibet #QomolangmaZoomin","true","true","fb","2020-05-07T07:53:44.000Z","100796554693093_234326898006724","A team of over 30 Chinese surveyors left the base camp at Mount Qomolangma (#360photo) for a higher spot on its journey to the peak Wednesday, as part of the country's mission to remeasure height of the world's highest mountain. #InTibet #QomolangmaZoomin Check out #360photo taken at an altitude of 5,200 meters in north side of Mount Qomolangma, the world's highest peak. #QomolangmaZoomin

China has initiated a new round of measurement on the height of Mount Qomolangma. The measurement team arrived at the base camp one month ago, making preparation for the measurement planned in May.","","A team of over 30 Chinese surveyors left the base camp at Mount Qomolangma (#360photo) for a higher spot on its journey to the peak Wednesday, as part of the country's mission to remeasure height of the world's highest mountain. #InTibet #QomolangmaZoomin","ChinaEmbHungary","link","","PAGE","ChinaEmbHungary","134","","Chinese Embassy in Hungary","true","fb-ChinaEmbHungary","100796554693093","['english', 'n/a', 'n/a']","100796554693093","2020-05-07T07:53:44.000Z","fb","fb-100796554693093","true","200","13626","","Main Facebook Page Link","false","https://www.facebook.com/ChinaEmbHungary","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","ChineseConsulateLA","","","","https://www.facebook.com/ChineseConsulateLA","","ChinaSocialMedia20200928.xlsx","9736137","9736137|1205626329780399","","182","A leader of the medical assistance team sent by Northeast China's Liaoning province to #Wuhan, capital of Central China's #Hubei province, said on Monday that Leishenshan Hospital was a remarkable success during Wuhan's fight against the novel #coronavirus outbreak.","true","true","fb","2020-05-05T17:00:19.000Z","899005777109124_1205626329780399","A leader of the medical assistance team sent by Northeast China's Liaoning province to #Wuhan, capital of Central China's #Hubei province, said on Monday that Leishenshan Hospital was a remarkable success during Wuhan's fight against the novel #coronavirus outbreak. A leader of the medical assistance team sent by Northeast China's Liaoning province to Wuhan, capital of Central China's Hubei province, said on Monday that Leishenshan Hospital was a remarkable success during Wuhan's fight against the novel coronavirus outbreak.","","A leader of the medical assistance team sent by Northeast China's Liaoning province to #Wuhan, capital of Central China's #Hubei province, said on Monday that Leishenshan Hospital was a remarkable success during Wuhan's fight against the novel #coronavirus outbreak.","ChineseConsulateLA","handle","","PAGE","ChineseConsulateLA","181","","Consulate General of the People's Republic of China in Los Angeles","true","fb-ChineseConsulateLA","899005777109124","['english']","899005777109124","2020-05-05T17:00:19.000Z","fb","fb-899005777109124","true","200","13891","","Consulate General Facebook handle","false","https://www.facebook.com/ChineseConsulateLA","","consulate_general_facebook_handle"
"en","https://www.facebook.com/","https://www.facebook.com/PresbyterianCollege","","","","https://www.facebook.com/PresbyterianCollege","","ChinaSocialMedia20200928.xlsx","481900","481900|10157301514097666","","368","Join us in congratulating Denise Devaney! Check out her senior spotlight 👇 Hometown: Mount Pleasant, South Carolina Major: English with a concentration in communication studies Minor(s): Women and Gender Studies and Media studies: Journalism track What activities and organizations are you involved in at PC? I’m in Sigma Sigma Sigma sorority and am editor-in-chief of the BlueStocking. What do you plan to do after you earn your degree? I hope to be in the publishing industry and help authors publish their books! What has been your favorite part of PC? The small and tight-knit community View Denise's Senior Spotlight Page » https://bit.ly/3bQcwMf #BeaBlueHose #GoBlueHose #OnOnPC","true","true","fb","2020-05-04T18:34:01.000Z","9155137665_10157301514097666","Join us in congratulating Denise Devaney! Check out her senior spotlight 👇 Hometown: Mount Pleasant, South Carolina Major: English with a concentration in communication studies Minor(s): Women and Gender Studies and Media studies: Journalism track What activities and organizations are you involved in at PC? I’m in Sigma Sigma Sigma sorority and am editor-in-chief of the BlueStocking. What do you plan to do after you earn your degree? I hope to be in the publishing industry and help authors publish their books! What has been your favorite part of PC? The small and tight-knit community View Denise's Senior Spotlight Page » https://bit.ly/3bQcwMf #BeaBlueHose #GoBlueHose #OnOnPC SENIOR SPOTLIGHT Denise Devaney","","Join us in congratulating Denise Devaney! Check out her senior spotlight 👇 Hometown: Mount Pleasant, South Carolina Major: English with a concentration in communication studies Minor(s): Women and Gender Studies and Media studies: Journalism track What activities and organizations are you involved in at PC? I’m in Sigma Sigma Sigma sorority and am editor-in-chief of the BlueStocking. What do you plan to do after you earn your degree? I hope to be in the publishing industry and help authors publish their books! What has been your favorite part of PC? The small and tight-knit community View Denise's Senior Spotlight Page » https://bit.ly/3bQcwMf #BeaBlueHose #GoBlueHose #OnOnPC","PresbyterianCollege","link","","PAGE","PresbyterianCollege","367","","Presbyterian College","true","fb-PresbyterianCollege","9155137665","['n/a', 'n/a']","9155137665","2020-05-04T18:34:01.000Z","fb","fb-9155137665","true","200","14068","","Facebook link","false","https://www.facebook.com/PresbyterianCollege","","institute_facebook_link"
"en","https://www.facebook.com/","https://www.facebook.com/Chinaembbn/?ref=py_c","","","","https://www.facebook.com/Chinaembbn","","ChinaSocialMedia20200928.xlsx","12753157","12753157|142238227361046","","118","Shanghai receives over 1m visitors in first two days of May Day holiday Xinhua | Updated: 2020-05-03 12:11 http://www.chinadaily.com.cn/a/202005/03/WS5eae4481a310a8b241153491.html","true","true","fb","2020-05-04T03:48:45.000Z","102877517963784_142238227361046","Shanghai receives over 1m visitors in first two days of May Day holiday Xinhua | Updated: 2020-05-03 12:11 http://www.chinadaily.com.cn/a/202005/03/WS5eae4481a310a8b241153491.html Shanghai's 130 main tourist attractions have received over 1 million visitors in the first two days of the five-day May Day holiday.","","Shanghai receives over 1m visitors in first two days of May Day holiday Xinhua | Updated: 2020-05-03 12:11 http://www.chinadaily.com.cn/a/202005/03/WS5eae4481a310a8b241153491.html","Chinaembbn","link","","PAGE","Chinaembbn","117","","Embassy of the People's Republic of China in Brunei Darussalam","true","fb-Chinaembbn","102877517963784","['english', 'n/a', 'n/a']","102877517963784","2020-05-04T03:48:45.000Z","fb","fb-102877517963784","true","200","14177","","Main Facebook Page Link","false","https://www.facebook.com/Chinaembbn","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/ChineseEmbassyinBB/","","","","https://www.facebook.com/ChineseEmbassyinBB","","ChinaSocialMedia20200928.xlsx","11183641","11183641|293198732077276","","114","#HtechChina Try the delicious stir-fry cooked by robot chefs! A ""smart restaurant"" in east China's Jinan employs three robot chefs to help make safe and good food.","true","true","fb","2020-05-03T16:46:30.000Z","104495164280968_293198732077276","#HtechChina Try the delicious stir-fry cooked by robot chefs! A ""smart restaurant"" in east China's Jinan employs three robot chefs to help make safe and good food. Try the delicious stir-fry cooked by robot chefs! A ""smart restaurant"" in east China's Jinan employs three robot chefs to help make safe and good food","","#HtechChina Try the delicious stir-fry cooked by robot chefs! A ""smart restaurant"" in east China's Jinan employs three robot chefs to help make safe and good food.","ChineseEmbassyinBB","link","","PAGE","ChineseEmbassyinBB","113","","Embassy of the People's Republic of China in Barbados","true","fb-ChineseEmbassyinBB","104495164280968","['english', 'n/a', 'n/a']","104495164280968","2020-05-03T16:46:30.000Z","fb","fb-104495164280968","true","200","14230","","Main Facebook Page Link","false","https://www.facebook.com/ChineseEmbassyinBB","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/ChinainAus/","","","","https://www.facebook.com/ChinainAus","","ChinaSocialMedia20200928.xlsx","11183627","11183627|156245325886218","","112","劳动节[láo dòng jié]: International Worker's Day. China celebrates the International Worker's Day on May Day. This year people have five days’ holiday, but many choose to stay at home because of the pandemic. #EasyChinese","true","true","fb","2020-05-02T06:27:20.000Z","100850931425658_156245325886218","劳动节[láo dòng jié]: International Worker's Day. China celebrates the International Worker's Day on May Day. This year people have five days’ holiday, but many choose to stay at home because of the pandemic. #EasyChinese","","劳动节[láo dòng jié]: International Worker's Day. China celebrates the International Worker's Day on May Day. This year people have five days’ holiday, but many choose to stay at home because of the pandemic. #EasyChinese","ChinainAus","link","","PAGE","ChinainAus","111","","Chinese Embassy in Australia","true","fb-ChinainAus","100850931425658","['english', 'n/a', 'n/a']","100850931425658","2020-05-02T06:27:20.000Z","fb","fb-100850931425658","true","200","14377","","Main Facebook Page Link","false","https://www.facebook.com/ChinainAus","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","ChineseConsulateLA","","","","https://www.facebook.com/ChineseConsulateLA","","ChinaSocialMedia20200928.xlsx","9736137","9736137|1201501063526259","","182","#COVID_19 timeline: Transparency every step of the way. #China has shared information on the disease with the international community timely and worked with other countries in the fight against the #coronavirus.","true","true","fb","2020-04-30T17:00:03.000Z","899005777109124_1201501063526259","#COVID_19 timeline: Transparency every step of the way. #China has shared information on the disease with the international community timely and worked with other countries in the fight against the #coronavirus.","","#COVID_19 timeline: Transparency every step of the way. #China has shared information on the disease with the international community timely and worked with other countries in the fight against the #coronavirus.","ChineseConsulateLA","handle","","PAGE","ChineseConsulateLA","181","","Consulate General of the People's Republic of China in Los Angeles","true","fb-ChineseConsulateLA","899005777109124","['english']","899005777109124","2020-04-30T17:00:03.000Z","fb","fb-899005777109124","true","200","14634","","Consulate General Facebook handle","false","https://www.facebook.com/ChineseConsulateLA","","consulate_general_facebook_handle"
"en","https://www.facebook.com/","https://www.facebook.com/chinaemb.ss/","","","","https://www.facebook.com/chinaemb.ss","","ChinaSocialMedia20200928.xlsx","11183647","11183647|2117568675055171","","161","On April 28, 2020, Vice Foreign Minister Le Yucheng gave an exclusive television interview to Janis Frayer, a senior correspondent with NBC News based in Beijing. Le Yucheng expounded on the Chinese side's stances on such issues as China's efforts and experience in fighting the COVID-19, international cooperation in fighting the epidemic and relations between China and the United States, and also refuted the conspiracy theories such as the so-called ""China responsibility theory,"" ""China's cover-up theory"" and the stigmatization of China. The following is a transcript of the interview: Le Yucheng: First of all, it's my pleasure to do this interview with you. It is my first interview with a foreign media during this COVID-19 situation. I worked in New York for nearly four years, and I feel really sad when I see the once bustling Times Square, Broadway and Fifth Avenue have become so empty these days. So I want to take this opportunity to convey through NBC my heartfelt sympathies to the Americans and New Yorkers when they are in the fierce fight against the virus. This morning, I woke up to learn from the news that the US has nearly one million COVID-19 cases. I feel very sad to know this. Now at this critical and trying moment, China and the US must put aside all the differences, all the disagreements, just forget them, and join hands to confront our common enemy, the virus. I believe that together we will win and together we will make a big difference for the world. That's my opening remarks. Janis Frayer: To follow your opening remarks, do you believe we are now in a situation where the virus has become too politicized? Le Yucheng: Unfortunately, some politicians have gravely politicized the COVID-19 issue. This is not something we want to see. Under the current circumstances, it is the time for solidarity, for working together to combat the virus and tide over the difficulties. It is not a time for accusation and political manipulation. Janis Frayer: This is a time when people are calling for transparency on all sides. Can you take us back to the beginning of the time line here in China, the early days of when the cases were first being acknowledged by the CDC officials in Wuhan to when the lock down happened in Wuhan. What was happening within China's government during that period? Take us inside. Le Yucheng: China has been open, transparent and responsible in its COVID-19 response. We did not cover up anything, and did not delay any efforts. We have already publicized the time line of how we have shared the information on COVID-19. I would like to highlight three important points in time: First, 3 January. Starting from then, China has been updating the WHO and relevant countries, including the United States, about COVID-19 on a regular basis. On the following day, the heads of CDCs of China and the United States touched base with each other. The second one was 12 January. China timely shared with the world the whole genome sequencing of the coronavirus, which has been critical for diagnosis, treatment and vaccine development in relevant countries. The third one was 23 January. We put Wuhan, a city of over 10 million people, under quarantine. That was a momentous decision that was unseen before in our history. It was a massive action that has caught the world's attention. The US government should have become fully aware of the severity of the issue. If it were anything less serious, how could we lock down an entire city? As for the early stage of China's COVID-19 response, we invited a WHO-led joint expert mission for a field visit in China, which included two US medical experts. The group went to Beijing, Guangzhou, Sichuan and Hubei. Following the visit, it released a comprehensive report which gives full recognition to China's response efforts. President Trump himself, during his phone call with President Xi Jinping and in his tweets, spoke highly of China's transparency and response efforts. He said that the data China shared was helpful for the US in COVID-19 response. Janis Frayer: The US intelligence has suggested that China has artificially lowered the case numbers and the deaths and there were multiple revisions to the way that China was counting for coronavirus cases. So is it understandable that there is some skepticism about the numbers that China has been reporting and whether they are real? Le Yucheng: You mentioned US intelligence services. As is known to all, for more than once what they said caused disasters to the world. It was the US intelligence which claimed that Iraq had ""weapons of mass destruction"", yet till this day those weapons are nowhere to be found. China has been open, transparent, with good faith, and truthful when it comes to the release of data. We bear in mind our responsibility to history, to the people and to the lives lost to COVID-19. What we've done can stand scrutiny. There is no need for cover-ups. This is all about real people. It is literally (truncated)","true","true","fb","2020-04-30T16:47:03.000Z","1732084740270235_2117568675055171","On April 28, 2020, Vice Foreign Minister Le Yucheng gave an exclusive television interview to Janis Frayer, a senior correspondent with NBC News based in Beijing. Le Yucheng expounded on the Chinese side's stances on such issues as China's efforts and experience in fighting the COVID-19, international cooperation in fighting the epidemic and relations between China and the United States, and also refuted the conspiracy theories such as the so-called ""China responsibility theory,"" ""China's cover-up theory"" and the stigmatization of China. The following is a transcript of the interview: Le Yucheng: First of all, it's my pleasure to do this interview with you. It is my first interview with a foreign media during this COVID-19 situation. I worked in New York for nearly four years, and I feel really sad when I see the once bustling Times Square, Broadway and Fifth Avenue have become so empty these days. So I want to take this opportunity to convey through NBC my heartfelt sympathies to the Americans and New Yorkers when they are in the fierce fight against the virus. This morning, I woke up to learn from the news that the US has nearly one million COVID-19 cases. I feel very sad to know this. Now at this critical and trying moment, China and the US must put aside all the differences, all the disagreements, just forget them, and join hands to confront our common enemy, the virus. I believe that together we will win and together we will make a big difference for the world. That's my opening remarks. Janis Frayer: To follow your opening remarks, do you believe we are now in a situation where the virus has become too politicized? Le Yucheng: Unfortunately, some politicians have gravely politicized the COVID-19 issue. This is not something we want to see. Under the current circumstances, it is the time for solidarity, for working together to combat the virus and tide over the difficulties. It is not a time for accusation and political manipulation. Janis Frayer: This is a time when people are calling for transparency on all sides. Can you take us back to the beginning of the time line here in China, the early days of when the cases were first being acknowledged by the CDC officials in Wuhan to when the lock down happened in Wuhan. What was happening within China's government during that period? Take us inside. Le Yucheng: China has been open, transparent and responsible in its COVID-19 response. We did not cover up anything, and did not delay any efforts. We have already publicized the time line of how we have shared the information on COVID-19. I would like to highlight three important points in time: First, 3 January. Starting from then, China has been updating the WHO and relevant countries, including the United States, about COVID-19 on a regular basis. On the following day, the heads of CDCs of China and the United States touched base with each other. The second one was 12 January. China timely shared with the world the whole genome sequencing of the coronavirus, which has been critical for diagnosis, treatment and vaccine development in relevant countries. The third one was 23 January. We put Wuhan, a city of over 10 million people, under quarantine. That was a momentous decision that was unseen before in our history. It was a massive action that has caught the world's attention. The US government should have become fully aware of the severity of the issue. If it were anything less serious, how could we lock down an entire city? As for the early stage of China's COVID-19 response, we invited a WHO-led joint expert mission for a field visit in China, which included two US medical experts. The group went to Beijing, Guangzhou, Sichuan and Hubei. Following the visit, it released a comprehensive report which gives full recognition to China's response efforts. President Trump himself, during his phone call with President Xi Jinping and in his tweets, spoke highly of China's transparency and response efforts. He said that the data China shared was helpful for the US in COVID-19 response. Janis Frayer: The US intelligence has suggested that China has artificially lowered the case numbers and the deaths and there were multiple revisions to the way that China was counting for coronavirus cases. So is it understandable that there is some skepticism about the numbers that China has been reporting and whether they are real? Le Yucheng: You mentioned US intelligence services. As is known to all, for more than once what they said caused disasters to the world. It was the US intelligence which claimed that Iraq had ""weapons of mass destruction"", yet till this day those weapons are nowhere to be found. China has been open, transparent, with good faith, and truthful when it comes to the release of data. We bear in mind our responsibility to history, to the people and to the lives lost to COVID-19. What we've done can stand scrutiny. There is no need for cover-ups. This is all about real people. It is literally (truncated)","","On April 28, 2020, Vice Foreign Minister Le Yucheng gave an exclusive television interview to Janis Frayer, a senior correspondent with NBC News based in Beijing. Le Yucheng expounded on the Chinese side's stances on such issues as China's efforts and experience in fighting the COVID-19, international cooperation in fighting the epidemic and relations between China and the United States, and also refuted the conspiracy theories such as the so-called ""China responsibility theory,"" ""China's cover-up theory"" and the stigmatization of China. The following is a transcript of the interview: Le Yucheng: First of all, it's my pleasure to do this interview with you. It is my first interview with a foreign media during this COVID-19 situation. I worked in New York for nearly four years, and I feel really sad when I see the once bustling Times Square, Broadway and Fifth Avenue have become so empty these days. So I want to take this opportunity to convey through NBC my heartfelt sympathies to the Americans and New Yorkers when they are in the fierce fight against the virus. This morning, I woke up to learn from the news that the US has nearly one million COVID-19 cases. I feel very sad to know this. Now at this critical and trying moment, China and the US must put aside all the differences, all the disagreements, just forget them, and join hands to confront our common enemy, the virus. I believe that together we will win and together we will make a big difference for the world. That's my opening remarks. Janis Frayer: To follow your opening remarks, do you believe we are now in a situation where the virus has become too politicized? Le Yucheng: Unfortunately, some politicians have gravely politicized the COVID-19 issue. This is not something we want to see. Under the current circumstances, it is the time for solidarity, for working together to combat the virus and tide over the difficulties. It is not a time for accusation and political manipulation. Janis Frayer: This is a time when people are calling for transparency on all sides. Can you take us back to the beginning of the time line here in China, the early days of when the cases were first being acknowledged by the CDC officials in Wuhan to when the lock down happened in Wuhan. What was happening within China's government during that period? Take us inside. Le Yucheng: China has been open, transparent and responsible in its COVID-19 response. We did not cover up anything, and did not delay any efforts. We have already publicized the time line of how we have shared the information on COVID-19. I would like to highlight three important points in time: First, 3 January. Starting from then, China has been updating the WHO and relevant countries, including the United States, about COVID-19 on a regular basis. On the following day, the heads of CDCs of China and the United States touched base with each other. The second one was 12 January. China timely shared with the world the whole genome sequencing of the coronavirus, which has been critical for diagnosis, treatment and vaccine development in relevant countries. The third one was 23 January. We put Wuhan, a city of over 10 million people, under quarantine. That was a momentous decision that was unseen before in our history. It was a massive action that has caught the world's attention. The US government should have become fully aware of the severity of the issue. If it were anything less serious, how could we lock down an entire city? As for the early stage of China's COVID-19 response, we invited a WHO-led joint expert mission for a field visit in China, which included two US medical experts. The group went to Beijing, Guangzhou, Sichuan and Hubei. Following the visit, it released a comprehensive report which gives full recognition to China's response efforts. President Trump himself, during his phone call with President Xi Jinping and in his tweets, spoke highly of China's transparency and response efforts. He said that the data China shared was helpful for the US in COVID-19 response. Janis Frayer: The US intelligence has suggested that China has artificially lowered the case numbers and the deaths and there were multiple revisions to the way that China was counting for coronavirus cases. So is it understandable that there is some skepticism about the numbers that China has been reporting and whether they are real? Le Yucheng: You mentioned US intelligence services. As is known to all, for more than once what they said caused disasters to the world. It was the US intelligence which claimed that Iraq had ""weapons of mass destruction"", yet till this day those weapons are nowhere to be found. China has been open, transparent, with good faith, and truthful when it comes to the release of data. We bear in mind our responsibility to history, to the people and to the lives lost to COVID-19. What we've done can stand scrutiny. There is no need for cover-ups. This is all about real people. It is literally (truncated)","chinaemb.ss","link","","PAGE","chinaemb.ss","160","","Chinese Embassy in South Sudan","true","fb-chinaemb.ss","1732084740270235","['english', 'n/a', 'n/a']","1732084740270235","2020-04-30T16:47:03.000Z","fb","fb-1732084740270235","true","200","14635","","Main Facebook Page Link","false","https://www.facebook.com/chinaemb.ss","","chinese_embassy_facebook_page_link"
"en","https://www.facebook.com/","https://www.facebook.com/ChinaEUMission/","","","","https://www.facebook.com/ChinaEUMission","","ChinaSocialMedia20200928.xlsx","11076324","11076324|1875988319192410","","130","China is ready to further improve cooperation with the EU on epidemic control and economic recovery, said Premier Li Keqiang in a phone call with European Commission President Ursula von der Leyen. As strong supporters of multilateralism, China and the EU has positively responded to the initiatives of the World Health Organization and carried out international cooperation to tackle the epidemic. China stands ready to further intensify R&D collaboration with the EU to produce vaccines, medicines and testing kits, said Premier Li.","true","true","fb","2020-04-29T17:05:28.000Z","355117227946201_1875988319192410","China is ready to further improve cooperation with the EU on epidemic control and economic recovery, said Premier Li Keqiang in a phone call with European Commission President Ursula von der Leyen. As strong supporters of multilateralism, China and the EU has positively responded to the initiatives of the World Health Organization and carried out international cooperation to tackle the epidemic. China stands ready to further intensify R&D collaboration with the EU to produce vaccines, medicines and testing kits, said Premier Li.","","China is ready to further improve cooperation with the EU on epidemic control and economic recovery, said Premier Li Keqiang in a phone call with European Commission President Ursula von der Leyen. As strong supporters of multilateralism, China and the EU has positively responded to the initiatives of the World Health Organization and carried out international cooperation to tackle the epidemic. China stands ready to further intensify R&D collaboration with the EU to produce vaccines, medicines and testing kits, said Premier Li.","ChinaEUMission","link","","PAGE","ChinaEUMission","129","","Mission of China to the EU","true","fb-ChinaEUMission","355117227946201","['english', 'n/a', 'n/a']","355117227946201","2020-04-29T17:05:28.000Z","fb","fb-355117227946201","true","200","14844","","Main Facebook Page Link","false","https://www.facebook.com/ChinaEUMission","","chinese_embassy_facebook_page_link"
