"link_or_handle","csvId","langs","social_media_type","extracted_from_col","name","account","extracted_from_file"
"link","353","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/cirutgers/","ChinaSocialMedia20200928.xlsx"
"link","354","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/ucaci2008/","ChinaSocialMedia20200928.xlsx"
"link","355","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/UWPlattevilleConfuciusInstitute/","ChinaSocialMedia20200928.xlsx"
"link","356","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/troyci/","ChinaSocialMedia20200928.xlsx"
"link","357","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/ciecoesc/","ChinaSocialMedia20200928.xlsx"
"link","358","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/CentralConnecticutStateUniversity","ChinaSocialMedia20200928.xlsx"
"link","359","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/tsucitx","ChinaSocialMedia20200928.xlsx"
"link","360","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/websteru","ChinaSocialMedia20200928.xlsx"
"link","361","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/GSUConfuciusInstitute/","ChinaSocialMedia20200928.xlsx"
"link","362","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/UniversityofAkron","ChinaSocialMedia20200928.xlsx"
"link","363","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/clevelandstateuniversity","ChinaSocialMedia20200928.xlsx"
"link","364","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/exploreutci/","ChinaSocialMedia20200928.xlsx"
"link","365","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/CIatAlfred/","ChinaSocialMedia20200928.xlsx"
"link","366","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/TheConfuciusInstituteAtStonyBrookUniversity/","ChinaSocialMedia20200928.xlsx"
"link","367","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/PresbyterianCollege","ChinaSocialMedia20200928.xlsx"
"link","368","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/WMUInternationl/","ChinaSocialMedia20200928.xlsx"
"link","369","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/GWConfucius","ChinaSocialMedia20200928.xlsx"
"link","370","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/CIatWesleyan/","ChinaSocialMedia20200928.xlsx"
"link","371","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/NCCCIB/","ChinaSocialMedia20200928.xlsx"
"link","372","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/ubconfucius","ChinaSocialMedia20200928.xlsx"
"link","373","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/UKconfucius/","ChinaSocialMedia20200928.xlsx"
"link","374","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/cinstitute","ChinaSocialMedia20200928.xlsx"
"link","375","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/GSUConfuciusInstitute","ChinaSocialMedia20200928.xlsx"
"link","376","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/CITUFTS/","ChinaSocialMedia20200928.xlsx"
"link","377","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/ConfuciusInstituteNJCU/","ChinaSocialMedia20200928.xlsx"
"link","378","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/savannahstate","ChinaSocialMedia20200928.xlsx"
"link","379","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/CIUNCCharlotte/","ChinaSocialMedia20200928.xlsx"
"link","380","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/ciwky/","ChinaSocialMedia20200928.xlsx"
"link","381","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/cccsdsu/","ChinaSocialMedia20200928.xlsx"
"handle","382","[]","tw","Institute Twitter Handle","institute_twitter_handle","ConfuciusGSU","ChinaTwitter20200928.xlsx"
